the_geom,Length,SegmentID,Width,Rating_B,RatingWord,Shape_len,Merged3.FID,Merged3.Street,Theft_rate,Subway,Rest,Graf,Theft_predicted
"LINESTRING (-74.15239328037835 40.62066176953592, -74.15299755611073 40.62027395068335)",170,8478,60.08,7,FAIR,219.3285207,6024,WEST 122 STREET,0,0,0,0,0.05
"LINESTRING (-74.15239328037835 40.62066176953592, -74.15166050773111 40.6199875188048)",319,8479,30,7,FAIR,318.9435687,6025,WEST 123 STREET,0,0,0,0,0.05
"LINESTRING (-74.15531580707912 40.62425902982226, -74.15603647673956 40.62434314259886)",203,8480,30,8,GOOD,202.3882408,6026,CROSBY STREET,0,0,1,0,0.105
"LINESTRING (-74.15531580707912 40.62425902982226, -74.15537268438102 40.62393232236657)",105,8481,30,7,FAIR,120.0708124,6027,WEST 75 STREET,0,0,0,0,0.05
"LINESTRING (-74.15517882829431 40.62422078766695, -74.15531580707912 40.62425902982226)",81,8482,30,8,GOOD,40.49691346,6028,EAST 57 STREET,0,0,0,0,0.05
"LINESTRING (-74.1529227749815 40.623795622721836, -74.15304100988472 40.623515496301394)",778,8484,32.17,6,FAIR,107.2054103,6029,EAST 84 STREET,0,0,0,0,0.05
"LINESTRING (-74.15279024909326 40.624127919106655, -74.1529227749815 40.623795622721836)",181,8486,30,6,FAIR,126.5306287,6030,EAST 49 STREET,0,0,3,0,0.215
"LINESTRING (-74.15576274635283 40.625908046768515, -74.15667809539852 40.62604678750107)",263,8487,59.33,8,GOOD,259.0694887,6031,WEST 139 STREET,0,0,0,0,0.05
"LINESTRING (-74.15489787979809 40.62578844430799, -74.15517882829431 40.62422078766695)",480,8488,34.58,9,GOOD,576.4390688,6032,WEST 157 STREET,0,0,0,0,0.05
"LINESTRING (-74.15489787979809 40.62578844430799, -74.15576274635283 40.625908046768515)",184,8489,60.67,8,GOOD,244,6033,WEST 152 STREET,1,1,0,0,1.209
"LINESTRING (-74.15451950324375 40.62573680238167, -74.15489787979809 40.62578844430799)",162,8490,30,8,GOOD,106.7052014,6034,WEST 152 STREET,1,1,0,0,1.209
"LINESTRING (-74.15313224510851 40.62559867400122, -74.15451950324375 40.62573680238167)",337,8491,60.5,7,FAIR,388.363232,6035,WEST 47 STREET,0,0,0,0,0.05
"LINESTRING (-74.15287330418641 40.62736117644765, -74.15313224510851 40.62559867400122)",2291,8492,30.5,7,GOOD,646.1369824,6036,FT WASHINGTON AVENUE,0,0,0,0,0.05
"LINESTRING (-74.15225666141751 40.62551474828091, -74.15279024909326 40.624127919106655)",483,8493,30,6,FAIR,526.5225541,6037,EAST 19 STREET,0,0,4,0,0.27
"LINESTRING (-74.15225666141751 40.62551474828091, -74.15313224510851 40.62559867400122)",232,8494,60.5,7,FAIR,244.9693858,6038,EAST 19 STREET,0,0,4,0,0.27
"LINESTRING (-74.15550979141629 40.628664162431264, -74.15659084576605 40.62878072127138)",267,8495,30,7,FAIR,303.0659994,6039,EAST 109 STREET,0,0,0,0,0.05
"LINESTRING (-74.15412228022673 40.62844370248873, -74.15421319790647 40.628446428757556, -74.15430396081857 40.62845129152656, -74.15439448490093 40.628458286334414, -74.15448468128152 40.628467405981596, -74.15457446709038 40.628478642345975, -74.15466375344673 40.62849198456883, -74.15475245746747 40.628507419038996, -74.15484049386754 40.62852493214866, -74.15492777855609 40.628544507543936, -74.15500880169208 40.6285660263946)",178,8498,30,6,FAIR,251.1237384,6040,WEST 141 STREET,0,0,0,0,0.05
"LINESTRING (-74.15395915760999 40.62956928636139, -74.15412228022673 40.62844370248873)",291,8500,30,9,GOOD,412.5724179,6041,LUDLOW STREET,0,0,0,0,0.05
"LINESTRING (-74.15528176014878 40.6313022169492, -74.15644920677522 40.63136925416512)",307,8501,30.08,5,FAIR,324.9630748,6042,WATTS STREET,0,0,0,0,0.05
"LINESTRING (-74.15528176014878 40.6313022169492, -74.15550979141629 40.628664162431264)",963,8502,30,9,GOOD,963.1957226,6043,EAST 18 STREET,4,0,0,1,1.175
"LINESTRING (-74.15521511480709 40.63207908328384, -74.15528176014878 40.6313022169492)",272,8503,30.08,9,GOOD,283.6370921,6044,BROOME STREET,0,0,0,0,0.05
"LINESTRING (-74.15360801137341 40.631965960260786, -74.15521511480709 40.63207908328384)",456,8506,30,7,FAIR,447.9732135,6045,PIKE STREET,0,0,0,0,0.05
"LINESTRING (-74.15360801137341 40.631965960260786, -74.15366468872337 40.63154593125378)",155,8507,30,9,GOOD,153.8343265,6046,LENOX AVENUE,0,0,0,0,0.05
"LINESTRING (-74.15163418801882 40.60840176293112, -74.15280053946294 40.60816691034228)",305,8512,30,6,FAIR,334.9641772,6047,CANAL STREET,0,0,0,0,0.05
"LINESTRING (-74.1498729719294 40.6067626829559, -74.15240418661479 40.606506832860994)",759,8517,30,6,FAIR,708.9943582,6048,WEST 35 STREET,0,0,0,0,0.05
"LINESTRING (-74.14971587021165 40.60736948838692, -74.15159289495642 40.6076634663892)",556,8518,30,7,FAIR,532.0761224,6049,FT WASHINGTON AVENUE,0,0,0,0,0.05
"LINESTRING (-74.14971587021165 40.60736948838692, -74.1498729719294 40.6067626829559)",228,8519,33.5,6,FAIR,225.3375246,6050,CENTRAL ROAD,0,0,0,0,0.05
"LINESTRING (-74.14952655523041 40.60806691384789, -74.15163418801882 40.60840176293112)",862,8520,33.42,6,FAIR,597.7909334,6051,CENTRAL ROAD,0,0,0,0,0.05
"LINESTRING (-74.14952655523041 40.60806691384789, -74.14971587021165 40.60736948838692)",210,8521,33.5,6,FAIR,259.4706149,6052,CATHERINE SLIP,0,0,0,0,0.05
"LINESTRING (-74.14882459446146 40.6065993572641, -74.1498729719294 40.6067626829559)",189,8522,30,6,FAIR,297.1211874,6053,WEST 155 STREET,0,0,0,0,0.05
"LINESTRING (-74.14886363800554 40.607957982384136, -74.14952655523041 40.60806691384789)",164,8523,30,6,FAIR,188.2976367,6054,DOWNING STREET,0,0,0,0,0.05
"LINESTRING (-74.14847867701626 40.6081368922736, -74.14849656604063 40.60810199100054, -74.14852088289932 40.6080694245623, -74.14855111649571 40.608039877070325, -74.14858663434256 40.60801396783237, -74.1486266897408 40.60799224036446, -74.14867044336388 40.60797515138418, -74.14871697763483 40.60796305798356, -74.14876531592522 40.60795621394484, -74.14881444415077 40.60795476422326, -74.14886363800554 40.607957982384136)",158,8524,30,6,FAIR,136.5715313,6055,MONTGOMERY STREET,1,1,1,0,1.264
"LINESTRING (-74.15210398373569 40.60910381076079, -74.15307956575049 40.60891312445322)",346,8526,54.58,7,FAIR,279.6462051,6056,EAST 41 STREET,1,0,1,0,0.105
"LINESTRING (-74.1507567981147 40.61060699056864, -74.15067009291641 40.61048907791998)",49,8527,30,6,FAIR,49.24428901,6057,EAST 81 STREET,0,0,0,1,1.175
"LINESTRING (-74.150506702338 40.609904649872135, -74.15238643332854 40.61135142679963)",788,8528,30,0,NR,741.7715282,6058,WEST 138 STREET,1,0,0,0,0.05
"LINESTRING (-74.150506702338 40.609904649872135, -74.15084296292822 40.61039475765958, -74.15116099962094 40.61089188124484, -74.15146056270218 40.61139562768567, -74.15174141202006 40.6119055967015, -74.1520033254003 40.61242138523655, -74.1522460950398 40.61294258471917, -74.1524695299155 40.61346878380294, -74.15267345097531 40.61399956471287, -74.15285769715297 40.61453450781165, -74.15302165320662 40.61507252890168)",1889,8529,30,0,NR,2014.68644,6059,EAST 48 STREET,0,0,1,0,0.105
"LINESTRING (-74.1505924177823 40.61118086892741, -74.1507567981147 40.61060699056864)",144,8530,35.25,7,GOOD,214.0023364,6060,FREDERICK DOUGLASS BOULEVARD,0,0,0,2,2.3
"LINESTRING (-74.1505924177823 40.61118086892741, -74.1511220464914 40.61126251776586)",150,8531,30,7,FAIR,150.029997,6061,ORCHARD STREET,1,0,7,5,6.06
"LINESTRING (-74.1499692469041 40.60954029414266, -74.15210398373569 40.60910381076079)",358,8532,30,7,FAIR,613.6880315,6062,ORCHARD STREET,1,0,7,5,6.06
"LINESTRING (-74.1499692469041 40.60954029414266, -74.150506702338 40.609904649872135)",144,8533,30,0,NR,199.7248107,6063,WEST 89 STREET,0,0,0,0,0.05
"LINESTRING (-74.14985944699029 40.61036387695505, -74.15067009291641 40.61048907791998)",182,8534,33.08,8,GOOD,229.6540877,6064,SULLIVAN STREET,0,0,0,0,0.05
"LINESTRING (-74.14954445343774 40.60962593637304, -74.14967680897287 40.60969610505137, -74.14980537644527 40.60977025206791, -74.1499299491099 40.609848259678664, -74.15005032740511 40.609930002811254, -74.15016631895482 40.61001534997974, -74.15027773737192 40.61010416511604, -74.15038440585585 40.610196305735116, -74.15048615239454 40.61029162477112, -74.15058281336194 40.610389968742666, -74.15067009291641 40.61048907791998)",443,8535,30,6,FAIR,446.3860545,6065,MAC DOUGAL STREET,0,0,0,0,0.05
"LINESTRING (-74.14954445343774 40.60962593637304, -74.1499692469041 40.60954029414266)",195,8536,30,5,FAIR,122.0040983,6066,WEST 83 STREET,1,0,2,0,0.16
"LINESTRING (-74.14878356901734 40.6091987352058, -74.14954445343774 40.60962593637304)",103,8537,30,7,FAIR,262.4061737,6067,WEST 83 STREET,1,0,2,0,0.16
"LINESTRING (-74.1489371178363 40.61022234625373, -74.14985944699029 40.61036387695505)",255,8538,33.08,8,GOOD,261.2278699,6068,EAST 94 STREET,0,0,0,0,0.05
"LINESTRING (-74.14875139437946 40.61092251036104, -74.1489371178363 40.61022234625373)",248,8539,32.5,8,GOOD,260.2479587,6069,EAST 94 STREET,0,0,0,0,0.05
"LINESTRING (-74.1511220464914 40.61126251776586, -74.1507567981147 40.61060699056864)",230,8540,33.92,6,FAIR,259.4648338,6070,WEST 137 STREET,0,0,0,0,0.05
"LINESTRING (-74.15019228755335 40.612627901086206, -74.1505924177823 40.61118086892741)",547,8541,35.25,8,GOOD,538.7698952,6071,WEST 163 STREET,0,0,0,0,0.05
"LINESTRING (-74.15019228755335 40.612627901086206, -74.15065349436782 40.61270964146833)",158,8542,30,8,GOOD,131.4686274,6072,BOWERY,0,0,0,0,0.05
"LINESTRING (-74.1492879288691 40.61248360491041, -74.14985944699029 40.61036387695505)",766,8543,30.5,8,GOOD,788.4059868,6073,EAST 130 STREET,2,0,0,0,0.05
"LINESTRING (-74.1492879288691 40.61248360491041, -74.15019228755335 40.612627901086206)",228,8544,40.67,8,GOOD,256.5345981,6074,EAST 65 STREET,0,0,0,0,0.05
"LINESTRING (-74.15132929627767 40.615302587494774, -74.15244621465916 40.615449330723024)",334,8545,46.17,9,GOOD,314.6680791,6075,WEST 116 STREET,1,1,0,0,1.209
"LINESTRING (-74.15038888026982 40.615158347432754, -74.15132929627767 40.615302587494774)",274,8546,46.17,9,GOOD,266.3268668,6076,MERCER STREET,0,0,0,0,0.05
"LINESTRING (-74.14949156150526 40.61495640289831, -74.15038888026982 40.615158347432754)",243,8547,46.17,9,GOOD,259.7633538,6077,BROADWAY,0,0,3,0,0.215
"LINESTRING (-74.14912208168906 40.614020906909666, -74.14957236224717 40.614045025055326)",231,8550,33.75,6,FAIR,125.3235812,6078,EAST 39 STREET,0,0,0,0,0.05
"LINESTRING (-74.14858344264606 40.61475446532281, -74.14949156150526 40.61495640289831)",292,8551,46.17,9,GOOD,262.6404386,6079,EAST 39 STREET,0,0,0,0,0.05
"LINESTRING (-74.1520583554972 40.6175331453393, -74.15260590832433 40.61755437811858)",141,8553,30,9,GOOD,152.2103807,6080,DOYERS STREET,0,0,1,0,0.105
"LINESTRING (-74.1515540268971 40.617511852974054, -74.15166991993448 40.6173125797631, -74.15178005803133 40.61711142011928, -74.15188438741959 40.616908470198005, -74.15198285914015 40.61670382797756, -74.15207542423597 40.616497591435426, -74.15216204095798 40.61628985945382, -74.15224266515973 40.616080731832255, -74.15231726110105 40.61587030835832, -74.15238578944772 40.61565869156829, -74.15244621465916 40.615449330723024)",767,8554,33.92,7,GOOD,792.7946429,6081,TRIBECA BRIDGE,0,0,0,0,0.05
"LINESTRING (-74.1515540268971 40.617511852974054, -74.1520583554972 40.6175331453393)",135,8555,30,9,GOOD,140.2283851,6082,NASSAU STREET,0,0,0,0,0.05
"LINESTRING (-74.15085866294383 40.61743316852985, -74.15087962779927 40.61721805325876, -74.15090642016293 40.617003314600424, -74.15093903057864 40.61678904314146, -74.15097744239104 40.61657533130688, -74.15102164134255 40.616362269687876, -74.15107160837591 40.616149949796046, -74.15112732082869 40.61593846131701, -74.15118875484295 40.61572789576699, -74.1512558865577 40.6155183428316, -74.15132929627767 40.615302587494774)",754,8556,42.08,7,GOOD,788.4949025,6083,2 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.15085866294383 40.61743316852985, -74.1515540268971 40.617511852974054)",422,8557,36.92,8,GOOD,195.1665955,6084,MECHANICS ALLEY,0,0,0,0,0.05
"LINESTRING (-74.1506163415005 40.61859179038674, -74.15072293887484 40.61849095690466, -74.15082675497308 40.61838845264565, -74.15092774307105 40.61828432068038, -74.15102586125862 40.61817860864782, -74.15112106641558 40.618071359613715, -74.15121331663572 40.617962622131834, -74.15130257241306 40.617852443837684, -74.15138879543905 40.6177408705353, -74.15147194621574 40.617627952604785, -74.1515540268971 40.617511852974054)",376,8558,33.33,7,FAIR,472.6060845,6085,MECHANICS ALLEY,0,0,0,0,0.05
"LINESTRING (-74.14988951305442 40.61733836842039, -74.14991108145328 40.61711796057293, -74.14993899130387 40.616897967143615, -74.14997322837063 40.61667849244861, -74.15001377602137 40.61645964263609, -74.15006061402497 40.61624152477284, -74.15011372214089 40.61602424134996, -74.15017307173349 40.615807898528324, -74.15023863656553 40.61559260063485, -74.15031038439379 40.61537845017347, -74.15038888026982 40.615158347432754)",768,8559,33.5,8,GOOD,807.807054,6086,WEST 136 STREET,0,0,0,0,0.05
"LINESTRING (-74.15000481344377 40.617354686800475, -74.14982727113053 40.61849400886239)",361,8561,30.5,7,GOOD,418.0011962,6087,RIVINGTON STREET,0,0,1,0,0.105
"LINESTRING (-74.14982727113053 40.61849400886239, -74.1506163415005 40.61859179038674)",264,8562,34.08,7,GOOD,221.9391809,6088,12 AVENUE,0,0,7,0,0.435
"LINESTRING (-74.14986882868797 40.61935582068338, -74.1506163415005 40.61859179038674)",332,8563,33.33,7,FAIR,347.2002304,6089,JOE DIMAGGIO HIGHWAY,0,0,7,0,0.435
"LINESTRING (-74.14874378960113 40.617208106400106, -74.14905363901458 40.6172433874088)",53,8565,30,8,GOOD,86.97700846,6090,WEST 113 STREET,0,0,0,0,0.05
"LINESTRING (-74.14874378960113 40.617208106400106, -74.14856986484477 40.61836389060642)",423,8566,30,7,FAIR,423.8419517,6091,WEST 94 STREET,0,0,0,0,0.05
"LINESTRING (-74.14905363901458 40.6172433874088, -74.14988951305442 40.61733836842039)",229,8567,36.92,8,GOOD,234.6252331,6092,EAST 115 STREET,1,1,0,0,1.209
"LINESTRING (-74.15218542271688 40.619550402533065, -74.15166050773111 40.6199875188048)",216,8570,30,7,FAIR,215.8633827,6093,EAST 65 STREET,0,0,2,0,0.16
"LINESTRING (-74.15166050773111 40.6199875188048, -74.15155614586551 40.62003157317359)",83,8571,30,7,FAIR,33.12099032,6094,EAST 65 STREET,0,0,2,0,0.16
"LINESTRING (-74.15179258107868 40.621041346077995, -74.15239328037835 40.62066176953592)",250,8572,60.08,7,FAIR,216.6402548,6095,WEST 78 STREET,0,0,0,1,1.175
"LINESTRING (-74.15179258107868 40.621041346077995, -74.15103804840571 40.620301245038846)",341,8573,30,6,FAIR,341.4395993,6096,WEST 145 STREET,0,0,2,0,0.16
"LINESTRING (-74.15155614586551 40.62003157317359, -74.15103804840571 40.620301245038846)",134,8574,30,7,FAIR,174.183811,6097,EAST 125 STREET,0,0,4,2,2.52
"LINESTRING (-74.15069771825459 40.619535893616046, -74.15155614586551 40.62003157317359)",261,8576,30,8,GOOD,299.0066889,6098,EAST 125 STREET,0,0,4,2,2.52
"LINESTRING (-74.15081376168787 40.62147356723877, -74.15041695020784 40.62122156593453)",184,8579,30,8,GOOD,143.4015342,6099,EAST 125 STREET,0,0,4,2,2.52
"LINESTRING (-74.15052257740928 40.62173744922719, -74.15012577163336 40.621488191712174)",182,8580,30,8,GOOD,142.7620398,6100,EAST 125 STREET,0,0,4,2,2.52
"LINESTRING (-74.14959081834606 40.62067368478548, -74.15069771825459 40.619535893616046)",473,8581,30,7,FAIR,516.003876,6101,EAST 126 STREET,0,0,0,1,1.175
"LINESTRING (-74.15041695020784 40.62122156593453, -74.14999487714316 40.6209476378563)",156,8585,30,8,GOOD,153.9123127,6102,WEST 120 STREET,3,0,0,0,0.05
"LINESTRING (-74.15006822275647 40.621526693986084, -74.1496461491935 40.621252764636246)",169,8588,30,8,GOOD,153.9123127,6103,EAST 61 STREET,0,0,0,0,0.05
"LINESTRING (-74.14971950443045 40.621837310544656, -74.14931547207895 40.62157708046836)",182,8591,30,8,GOOD,146.8638826,6104,WEST 155 STREET,3,0,0,0,0.05
"LINESTRING (-74.14938876334348 40.62213417869572, -74.14858090240641 40.62170429279192)",422,8593,30.42,9,GOOD,273.5415873,6105,EAST 55 STREET,0,0,3,0,0.215
"LINESTRING (-74.14890925679198 40.62033695978164, -74.14986882868797 40.61935582068338)",501,8594,33.33,7,FAIR,445.8004038,6106,EAST 55 STREET,0,0,3,0,0.215
"LINESTRING (-74.15215464045126 40.623428839384665, -74.15304100988472 40.623515496301394)",274,8595,30,0,NR,248.07257,6107,EAST 55 STREET,0,0,3,0,0.215
"LINESTRING (-74.1519074741946 40.62404125550228, -74.15279024909326 40.624127919106655)",261,8596,30,9,GOOD,247.0809584,6108,WEST 74 STREET,0,0,0,0,0.05
"LINESTRING (-74.1519074741946 40.62404125550228, -74.15215464045126 40.623428839384665)",270,8597,30,7,FAIR,233.430932,6109,EAST 82 STREET,0,0,0,0,0.05
"LINESTRING (-74.15168537031816 40.62458776290785, -74.1519074741946 40.62404125550228)",189,8598,30,6,FAIR,208.434642,6110,EAST 24 STREET,0,0,0,0,0.05
"LINESTRING (-74.15043385634793 40.62392791182127, -74.1519074741946 40.62404125550228)",312,8601,30,0,NR,411.1508239,6111,EAST 90 STREET,1,0,0,0,0.05
"LINESTRING (-74.1500054248387 40.622435303184844, -74.14938876334348 40.62213417869572)",203,8605,30,9,GOOD,203.3248632,6112,EAST 90 STREET,1,0,0,0,0.05
"LINESTRING (-74.1501810583903 40.62204531295851, -74.14979143186267 40.62178506573655)",176,8606,30,8,GOOD,143.836713,6113,EAST 90 STREET,1,0,0,0,0.05
"LINESTRING (-74.14966748367155 40.62273492630658, -74.1500054248387 40.622435303184844)",1032,8607,44.67,7,FAIR,143.9340127,6114,RIVINGTON STREET,0,0,0,0,0.05
"LINESTRING (-74.14917175038954 40.623353149482085, -74.14918772375589 40.62327932671052, -74.14921190005967 40.62320680987638, -74.1492441039456 40.62313612803263, -74.1492840999906 40.62306779566985, -74.14933159750532 40.62300231179525, -74.1493862493159 40.62294015170024, -74.149447658973 40.622881768781205, -74.14951537833646 40.62282758813851, -74.14958891357513 40.622778004739196, -74.14966748367155 40.62273492630658)",316,8609,30,8,GOOD,272.2003533,6115,EAST 27 STREET,3,1,0,0,1.209
"LINESTRING (-74.14898990155208 40.62419054768567, -74.15168537031816 40.62458776290785)",762,8610,35.25,7,GOOD,762.1154768,6116,EAST 91 STREET,0,0,0,0,0.05
"LINESTRING (-74.14898990155208 40.62419054768567, -74.14917175038954 40.623353149482085)",172,8611,30,7,FAIR,309.2345388,6117,MURRAY STREET,0,0,0,0,0.05
"LINESTRING (-74.15213775021665 40.625501181726655, -74.15225666141751 40.62551474828091)",42,8612,60.5,8,GOOD,33.37663854,6118,WEST 139 STREET,0,0,0,0,0.05
"LINESTRING (-74.15198886123511 40.62656086922733, -74.15213775021665 40.625501181726655)",388,8613,30,5,FAIR,388.2782507,6119,WEST 139 STREET,0,0,0,0,0.05
"LINESTRING (-74.15189316224102 40.627249938986324, -74.15287330418641 40.62736117644765)",275,8614,30,8,GOOD,275.0727177,6120,WEST 139 STREET,0,0,0,0,0.05
"LINESTRING (-74.15189316224102 40.627249938986324, -74.15198886123511 40.62656086922733)",628,8615,34.92,6,FAIR,252.4480145,6121,CENTRAL PARK NORTH,0,0,0,0,0.05
"LINESTRING (-74.15135224191744 40.625422619476616, -74.15168537031816 40.62458776290785)",289,8616,34.75,7,GOOD,317.9072192,6122,EAST 116 STREET,0,0,0,0,0.05
"LINESTRING (-74.15135224191744 40.625422619476616, -74.15213775021665 40.625501181726655)",235,8617,60.67,8,GOOD,219.9204402,6123,MURRAY STREET,0,0,1,0,0.105
"LINESTRING (-74.15085017410549 40.626427874016564, -74.15198886123511 40.62656086922733)",257,8618,34,8,GOOD,319.7764844,6124,MURRAY STREET,0,0,1,0,0.105
"LINESTRING (-74.15085017410549 40.626427874016564, -74.15101055261083 40.62566186590054)",151,8619,30.17,7,GOOD,282.6057324,6125,EAST 94 STREET,0,0,0,0,0.05
"LINESTRING (-74.15071120865328 40.62710602037163, -74.15189316224102 40.627249938986324)",388,8620,33.67,5,FAIR,332.2544206,6126,AVENUE C,0,0,0,0,0.05
"LINESTRING (-74.15071120865328 40.62710602037163, -74.15085017410549 40.626427874016564)",256,8621,30.17,6,FAIR,250.0599928,6127,F D R DRIVE,0,0,0,0,0.05
"LINESTRING (-74.1499673096309 40.626313747676214, -74.15085017410549 40.626427874016564)",267,8622,34,8,GOOD,248.5739327,6128,WEST 117 STREET,0,0,0,0,0.05
"LINESTRING (-74.1499673096309 40.626313747676214, -74.15011330682015 40.62555599395675)",257,8623,33.33,8,GOOD,279.0286724,6129,EAST 28 STREET,0,0,0,0,0.05
"LINESTRING (-74.14982114276543 40.62699739193317, -74.15071120865328 40.62710602037163)",256,8624,33.67,5,FAIR,250.217905,6130,WEST MAIN STREET,0,0,0,0,0.05
"LINESTRING (-74.14982114276543 40.62699739193317, -74.1499673096309 40.626313747676214)",248,8625,33.33,8,GOOD,252.3529275,6131,WEST 45 STREET,0,0,1,0,0.105
"LINESTRING (-74.14876859310395 40.62510485083114, -74.14898990155208 40.62419054768567)",316,8626,60.08,7,FAIR,338.7226004,6132,EAST 49 STREET,0,0,0,0,0.05
"LINESTRING (-74.14876859310395 40.62510485083114, -74.15135224191744 40.625422619476616)",745,8627,60.67,8,GOOD,726.4833102,6133,EAST 64 STREET,0,0,0,0,0.05
"LINESTRING (-74.14870795163102 40.62537391912522, -74.14876859310395 40.62510485083114)",132,8628,33,8,GOOD,99.46356117,6134,WEST 98 STREET,1,0,0,0,0.05
"LINESTRING (-74.15177598327897 40.62799942243088, -74.15189316224102 40.627249938986324)",282,8629,34.17,6,FAIR,274.9872724,6135,5 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.15167301245971 40.62866105356052, -74.15177598327897 40.62799942243088)",191,8630,30,6,FAIR,242.7385425,6136,WEST 147 STREET,0,0,0,0,0.05
"LINESTRING (-74.14988203739759 40.628446563594544, -74.15167301245971 40.62866105356052)",511,8632,30,5,FAIR,503.2395056,6137,EAST 117 STREET,1,0,0,0,0.05
"LINESTRING (-74.14963874202742 40.62919620907106, -74.1503235243293 40.62932157627502)",212,8633,30,6,FAIR,195.4891301,6138,DYER AVENUE,0,0,0,0,0.05
"LINESTRING (-74.14963874202742 40.62919620907106, -74.14988203739759 40.628446563594544)",145,8634,20,6,FAIR,281.3414296,6139,WEST 117 STREET,0,0,0,0,0.05
"LINESTRING (-74.14933118288816 40.630209437568354, -74.14963874202742 40.62919620907106)",506,8635,30,6,FAIR,378.8891659,6140,BLEECKER STREET,0,0,1,0,0.105
"LINESTRING (-74.14933118288816 40.630209437568354, -74.14996913397384 40.63033212290434)",125,8636,30,0,NR,182.6307751,6141,PARK TERRACE WEST,0,0,0,0,0.05
